title,company_name,location,exp_years,city,level,time,category,year
Odoo Implementer,Docuserv,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Data Analyst,Confidential,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2021
Microsoft Senior Presales Specialist,Global Brands,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Presales Engineer,Universe,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Technical Consultant / Cairo,Confidential,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Foreign Purchasing Specialist,EVA Cosmetics,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,Software Engneering,2021
Enterprise Risk Management Section Head,Halwani Bros,"10th Of Ramadan City, Cairo",5,10th Of Ramadan City,Manager,Full Time,Software Engneering,2021
Senior Technical Agent Tier / Team Leader,TEMPO,"Abbassia, Cairo",3,Abbassia,Manager,Full Time,Software Engneering,2021
Senior UI/UX Designer,Youxel,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Planner & Coordinator of Training Courses,Confidential,"Mohandessin, Giza",3,Mohandessin,Experienced,Full Time,Software Engneering,2021
Senior Public Relations Executive,Tameer,"Garden City, Cairo",6,Garden City,Experienced,Full Time,Software Engneering,2021
ERP Functional Consultant (Lead Integrator),FlairsTech,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Auditing Manager,Smart GYM,"Nasr City, Cairo",4,Nasr City,Manager,Full Time,Software Engneering,2021
Internal Auditor,Bingo Global,"Nozha, Cairo",2,Nozha,Experienced,Full Time,Software Engneering,2021
Digital Media Buyer,Dimofinf Operations Center,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Tender Representative - Cairo,Delta Pharma Egypt,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
Design Engineer,MCV,"Obour City, Cairo",0,Obour City,Entry Level,Full Time,Software Engneering,2021
Portfolio Marketing Lead,Caduceus Lane,"Alexandria, Egypt",16,Alexandria,Manager,Full Time,Software Engneering,2021
Senior Data Analyst,Nana,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2021
Senior Digital Marketing Specialist,AL-TAWAKOL For Electrical Industries -NTT,"Obour City, Cairo",3,Obour City,Experienced,Full Time,Software Engneering,2021
UI UX Designer,kian alrqmiah,"Mansoura, Dakahlia",1,Mansoura,Entry Level,Full Time,Software Engneering,2021
Account Executive Intern,Brandizer,"Maadi, Cairo",14,Maadi,Manager,Internship,Software Engneering,2021
Continuous Improvement Engineer - (Wadi Alnatrun),Al Watania Poultry,"Noubaria, Beheira",2,Noubaria,Experienced,Full Time,Software Engneering,2021
HSE Specialist,Delta Aromatic International,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2021
Payment & Card Specialist,ITS,"Nasr City, Cairo",6,Nasr City,Experienced,Full Time,Software Engneering,2021
Sales Supervisor ( Must be a BTL Professional ),Attractive Agency,"Sheraton, Cairo",3,Sheraton,Manager,Full Time,Software Engneering,2021
Senior Cost Accountant - Alexandria,Confidential,"Bourj Alarab, Alexandria",5,Bourj Alarab,Experienced,Full Time,Software Engneering,2021
Quality Systems Project Manager,Si-Ware Systems,"Sheraton, Cairo",10,Sheraton,Experienced,Full Time,Software Engneering,2021
Chief Accountant,UNI Power,"6th Of October, Giza",10,6th Of October,Manager,Full Time,Software Engneering,2021
E-commerce Specialist,Aqrab,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Business Analyst,Expleo,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Quality Control Engineer,Confidential,"Khanka, Qalubia",5,Khanka,Experienced,Full Time,Software Engneering,2021
Linux System Administrator,Masaref,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Quality Assurance Associate (Fluent French...,Expleo,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Customer Care Technical Support Supervisor,Etisalat Misr,"6th Of October, Giza",3,6th Of October,Manager,Full Time,Software Engneering,2021
Service Reception Advisor,MTI Automotive,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Graphic Designer - 6th of October,Nile Projects & Trading,"6th Of October, Giza",3,6th Of October,Experienced,Full Time,Software Engneering,2021
Customer Service Experience Manager - Cairo,Maxim Investment Group,"Cairo, Egypt",8,Cairo,Manager,Full Time,Software Engneering,2021
Junior Graphic Designer,Cultiv,"Heliopolis, Cairo",0,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Product Photographer,Le Garage Gallery,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Senior Sales Engineer (Lighting / Data...,Andalus Electrical solutions,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Content Publisher,TurnDigital,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Marketing & Media Coordinator,Bayt Misr,"Sheikh Zayed, Giza",2,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Graphic Designer,Uni Pro,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Technical Sales Engineer,Confidential,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
Pre Sales Engineer,SMARTTEL,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Sales Engineer Electromechanical,Wadi Degla Trading,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Senior VOIP Engineer,Confidential,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Treasury Accountant,HCPC-Clorox,"Garden City, Cairo",4,Garden City,Experienced,Full Time,Software Engneering,2021
Senior Research Scientist,360Imaging,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2021
UI/UX Designer,IngazWeb,"Monufya, Egypt",3,Monufya,Experienced,Full Time,Software Engneering,2021
Purchasing Manager,Confidential,"Cairo, Egypt",7,Cairo,Manager,Full Time,Software Engneering,2021
Senior UI UX Designer,Fawry Banking & Payment Technology Services,"Smart Village, Giza",3,Smart Village,Experienced,Full Time,Software Engneering,2021
Art Director - Retail Background,Confidential,"Giza, Giza",5,Giza,Experienced,Full Time,Software Engneering,2021
Junior .Net Desk Top Specialist (Desk Top...,Walan Technology,"Zaytoun, Cairo",1,Zaytoun,Entry Level,Full Time,Software Engneering,2021
E Commerce Specialist,Union Group,"Obour City, Cairo",3,Obour City,Experienced,Full Time,Software Engneering,2021
SAP Business One Consultant - Cairo,TopTech,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Technical Support Engineer,Qsource,"Giza, Egypt",0,Giza,Entry Level,Full Time,Software Engneering,2021
HR Manager,EGICAT,"Dokki, Giza",10,Dokki,Manager,Full Time,Software Engneering,2021
Purchasing Manager,Confidential,"Nasr City, Cairo",7,Nasr City,Manager,Full Time,Software Engneering,2021
Mobile App Tester Internship,Mideast Software,"New Cairo, Cairo",27,New Cairo,Manager,Internship,Software Engneering,2021
UI / UX Designer,Expand Cart,"Giza, Egypt",2,Giza,Experienced,Full Time,Software Engneering,2021
Social Media Specialist,InterTeam Travel,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Technical Support Engineer,Datum International Data Systems,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
Email Marketing Specialist,Marketune for Business Development Solutions,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Content Editor ( Gaming & Computer Hardware ),Awfarlak,"Katameya, Cairo",0,Katameya,Entry Level,Full Time,Software Engneering,2021
Senior Sales Executive (Cairo/Alexandria),Nagwa,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
English Supervisor (Primary Stage),ED World - Orman Education,"Haram, Giza",3,Haram,Manager,Full Time,Software Engneering,2021
English Supervisor - Kindergarten,ED World - Orman Education,"Haram, Giza",3,Haram,Manager,Full Time,Software Engneering,2021
Salesforce Specialist,Johnson Controls,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
UI/UX Designer,Tamkeen Al-Aamal Management Est.,"Cairo, Egypt",4,Cairo,Experienced,Full Time And Part Time And Work From Home,Software Engneering,2021
Storekeeper,Allamna Integrated Solutions,"Nasr City, Cairo",0,Nasr City,Entry Level,Full Time,Software Engneering,2021
Audit Section Head,Living Yards Developments,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2021
Senior Designer - PowerPoint & In Design Expert,Evalueserve,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
Mechanical Maintenance Section Head - Dairies,Lactalis Halawa,"10th Of Ramadan City, Cairo",5,10th Of Ramadan City,Manager,Full Time,Software Engneering,2021
Digital Marketing Content Creator Specialist,Confidential,"Mohandessin, Giza",4,Mohandessin,Experienced,Full Time,Software Engneering,2021
Social Media Specialist Content Creator,Ahmed El-Sallab,"Maadi, Cairo",3,Maadi,Manager,Full Time,Software Engneering,2021
Oracle EBS/ Cloud HCM Functional Consultant,Confidential,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
HR Officer (Cairo),Ibn Sina Pharma,"Salam City, Cairo",1,Salam City,Entry Level,Full Time,Software Engneering,2021
Call Center - Quality Assurance Coordinator,InstaShop,"Mohandessin, Giza",26,Mohandessin,Entry Level,Full Time,Software Engneering,2021
Office Manager Internship,Business square,"Nasr City, Cairo",0,Nasr City,Entry Level,Internship,Software Engneering,2021
Office Manager Assistant - Internship,Business square,"Nasr City, Cairo",0,Nasr City,Entry Level,Internship,Software Engneering,2021
Quality Manager,Smart Electric,"Alexandria, Egypt",10,Alexandria,Manager,Full Time,Software Engneering,2021
Marketing Specialist,Bnsights,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
Healthcare Marketing Manager,Innovalz,"6th Of October, Giza",3,6th Of October,Manager,Full Time,Software Engneering,2021
Network Support Consultant,Flojics,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Corporate Branding And Communication Executive,Majorel Egypt,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Telesales Agent - Real Estate,Living Yards Developments,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Senior System Administrator,AXA Egypt,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Online Payment & mCommerce Specialist,Etisalat Misr,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Online Payment & mCommerce Senior Analyst,Etisalat Misr,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2021
Senior Sales Executive,Konzept,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Electrical Engineer - Technical Office,Next Home,"Mokattam, Cairo",5,Mokattam,Experienced,Full Time,Software Engneering,2021
Customer Care Manager - Cairo,Shiny White Dental Center,"Cairo, Egypt",10,Cairo,Manager,Full Time,Software Engneering,2021
Telemarketing Specialist (B2B),Peerless,"Mohandessin, Giza",2,Mohandessin,Experienced,Full Time,Software Engneering,2021
Outdoor Sales Engineer - Alexandria,Riadco 2000,"San Stefano, Alexandria",3,San Stefano,Experienced,Full Time,Software Engneering,2021
MYP Coordinator,Confidential,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Project Manager,First Group,"Ain Sokhna, Suez",7,Ain Sokhna,Manager,Full Time,Software Engneering,2021
Sales Team Leader - Real Estate,Verona real estate development company,"Victoria, Alexandria",3,Victoria,Manager,Full Time,Software Engneering,2021
Business Solution Analyst,ACTS,"Qasr ِAlnil, Cairo",5,Qasr ِAlnil,Experienced,Full Time,Software Engneering,2021
Fashion Designer,Confidential,"10th Of Ramadan City, Cairo",2,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Sales Support Agent,Tafeal,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Marketing & Sales Specialist (Fashion Field),Confidential,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Junior Manual Tester,FlairsTech,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Devops Engineer (Fully Remote),Confidential,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Senior Marketing Specialist,Fawry Banking & Payment Technology Services,"Smart Village, Giza",2,Smart Village,Experienced,Full Time,Software Engneering,2021
Production Specialist,EVA Cosmetics,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,Software Engneering,2021
Marketing Specialist,URANIUM,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Sr. Network Security Engineer,Minds,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Junior Operations Engineer,Link Datacenter,"Dokki, Giza",0,Dokki,Entry Level,Full Time,Software Engneering,2021
Business Unit Manager,Confidential,"Manial, Cairo",15,Manial,Manager,Full Time,Software Engneering,2021
Account Manager - E Commerce,Expand Cart,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2021
Senior Digital Marketing Specialist - Real Estate,I Capital Development,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2021
Mechanical Engineer - HVAC/Plumbing,Amsad Architectural Associates,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Digital Sales & Marketing Coordinator,Aleqaria,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Reseller Account Manager,Silicon21,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior Quality Control Specialist,Dolf,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,Software Engneering,2021
HR Generalist,Pannelli,"Nasr City, Cairo",0,Nasr City,Entry Level,Full Time,Software Engneering,2021
Sales Representative,Dot Fire,"Manial, Cairo",1,Manial,Entry Level,Full Time,Software Engneering,2021
Risk Management Section Head,Halwani Bros,"10th Of Ramadan City, Cairo",5,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Big Data Manager,Allianz,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Senior Account Manager,Tatas,"Abdeen, Cairo",7,Abdeen,Experienced,Full Time,Software Engneering,2021
Cloud Presales Engineer,Forte Cloud,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
Customer Handling Coordinator,Silicon21,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
MRP Specialist,Value M.E.P Services,"Dokki, Giza",0,Dokki,Entry Level,Full Time,Software Engneering,2021
Operational Resilience Officer,AXA Egypt,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior QC Engineer,Excel Systems,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Sales Executive,Virgin Gates,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Corporate Branding & Communication Executive,Majorel Egypt,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
HR & Administrative Operation Specialist,Wireless Dynamics,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Digital Media Planner,Dottopia,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Computer Instructor,MIU,"Obour City, Cairo",0,Obour City,Entry Level,Full Time,Software Engneering,2021
Account Director,Helm Organization,"Maadi, Cairo",10,Maadi,Manager,Full Time,Software Engneering,2021
Financial Manager,Al-Mostafa for trading,"Gharbia, Egypt",13,Gharbia,Manager,Full Time,Software Engneering,2021
Xceed Internship,Xceed,"Maadi, Cairo",0,Maadi,Manager,Internship,Software Engneering,2021
Training Coordinator,The KPI Institute,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
BI System Specialist,Etisalat Misr,"Cairo, Egypt",0,Cairo,Entry Level,Full Time,Software Engneering,2021
Senior Digital Marketing Executive - Real Estate,Qmind,"Heliopolis, Cairo",4,Heliopolis,Experienced,Full Time,Software Engneering,2021
Mechanical Sales Manager- Sheet Metal,Promech Engineering,"Maadi, Cairo",5,Maadi,Manager,Full Time,Software Engneering,2021
Microsoft Dynamics AX Consultant,Allamna Integrated Solutions,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Digital Marketing Specialist - Content Creator...,Softec Technologies,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
"Sales Representative - Tbilisi, Georgia",York Towers Development,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Shipping & Warehouse Shift Supervisor,Guardian Glass,"10th Of Ramadan City, Cairo",2,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Project Site Senior Engineer MEP,EGICAT,"Dokki, Giza",5,Dokki,Manager,Full Time,Software Engneering,2021
Internal Audit Manager,Confidential,"Helwan, Cairo",10,Helwan,Manager,Full Time,Software Engneering,2021
Project Site Senior Engineer MEP,EGICAT,"Dokki, Giza",5,Dokki,Manager,Full Time,Software Engneering,2021
Project Site Engineer MEP,EGICAT,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Data Center Engineer,Perfect Presentation,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
Infrastructure Engineer,e-finance,"Smart Village, Giza",3,Smart Village,Experienced,Full Time,Software Engneering,2021
Oracle SCM Technical Consultant,Confidential,"Riyadh, Saudi Arabia",5,Riyadh,Experienced,Full Time,Software Engneering,2021
Web Designer,3D Diagnostix,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
UI UX Designer - Web & Mobile,Seuqel Solutions,"Cairo, Egypt",0,Cairo,Manager,Internship,Software Engneering,2021
Senior Digital Marketing Specialist,INTDV,"Katameya, Cairo",5,Katameya,Experienced,Full Time,Software Engneering,2021
Education Advisor - Maadi,Global Study UK,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Education Advisor,Global Study UK,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Electrical Commissioning Engineer,Egybell,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Group Director OF Legal Affairs - Cairo,Maxim Investment Group,"Cairo, Egypt",10,Cairo,Manager,Full Time,Software Engneering,2021
Installation Mechanical Engineer MEP,EGICAT,"Dokki, Giza",0,Dokki,Entry Level,Full Time,Software Engneering,2021
Security Engineer,Rashideen Egypt for Trade,"Maadi, Cairo",1,Maadi,Experienced,Full Time,Software Engneering,2021
Purchasing Section Head,EVA Cosmetics,"6th Of October, Giza",7,6th Of October,Manager,Full Time,Software Engneering,2021
Network & Security Operations Engineer,Fawry Banking & Payment Technology Services,"Smart Village, Giza",3,Smart Village,Experienced,Full Time,Software Engneering,2021
Technical Application Support Lead,Masary,"Mokattam, Cairo",5,Mokattam,Experienced,Full Time,Software Engneering,2021
M&E Officer,El Sewedy Technical Academy,"Port Said, Egypt",5,Port Said,Experienced,Full Time,Software Engneering,2021
GIS Project Manager Assistant,Geopro,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2021
CCTV Technician,PLAN SEE,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior UI/UX Designer,egabi solutions,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Microsoft Modern Workplace Sales Specialist,Athear,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Microsoft Dynamics Sales Specialist,Athear,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
UI UX Graphic Designer,IMS,"Rehab City, Cairo",2,Rehab City,Experienced,Full Time,Software Engneering,2021
Purchasing / Procurement Specialist,Confidential,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2021
Purchasing Executive,EVA Cosmetics,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
Systems Administrator,Confidential,"Giza, Egypt",3,Giza,Experienced,Full Time,Software Engneering,2021
Quality Control Section Head,Al Watania Poultry,"Wadi Alnatrun, Beheira",10,Wadi Alnatrun,Manager,Full Time,Software Engneering,2021
Warehouse Manager,Confidential,"New Cairo, Cairo",6,New Cairo,Manager,Full Time,Software Engneering,2021
Social Media Moderator (English ),Mercury Communications,"Heliopolis, Cairo",1,Heliopolis,Experienced,Full Time,Software Engneering,2021
Social Media Moderator (Arabic),Mercury Communications,"Heliopolis, Cairo",2,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Senior Compliance & MLRO Officer,Egyptian Life Takaful,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Performance Management System Specialist,MH-Group,"Dokki, Giza",2,Dokki,Experienced,Full Time,Software Engneering,2021
Marketing Manager / Fashion Retail,Al-Nasser,"6th Of October, Giza",8,6th Of October,Manager,Full Time,Software Engneering,2021
Business Analyst,"Baianat, Inc","New Damietta, Damietta",1,New Damietta,Entry Level,Full Time,Software Engneering,2021
Account Manager,Mitcha,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Financial Manager,Confidential,"Cairo, Egypt",10,Cairo,Manager,Full Time,Software Engneering,2021
Admin Assistant,Global Academic Foundation Hosting University of Hertfordshire UH,"New Capital, Cairo",3,New Capital,Experienced,Full Time,Software Engneering,2021
Deputy Marketing Manager For a Big Hospital in KSA,Confidential,"Maadi, Cairo",8,Maadi,Manager,Full Time,Software Engneering,2021
Chemical Engineer,MCV,"Obour City, Cairo",3,Obour City,Experienced,Full Time,Software Engneering,2021
Content Creator,mira,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Account Manager,FlairsTech,"Maadi, Cairo",0,Maadi,Entry Level,Full Time,Software Engneering,2021
Social Media Manager (Creative Content Creator),Impact Media Agency,"Sheikh Zayed, Giza",3,Sheikh Zayed,Manager,Full Time,Software Engneering,2021
Quality Assurance Specialist,Perfect Presentation,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
HR Generalist,Scoop Production,"Mohandessin, Giza",1,Mohandessin,Entry Level,Full Time,Software Engneering,2021
Data Analyst,700 apps,"Mohandessin, Giza",3,Mohandessin,Experienced,Full Time,Software Engneering,2021
Head Of Training - (American Football),StatsBomb,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,Software Engneering,2021
Sales Lead,Caduceus Lane,"Alexandria, Egypt",8,Alexandria,Manager,Full Time,Software Engneering,2021
Online Fulfillment Specialist,Happy Vision,"Mohandessin, Giza",5,Mohandessin,Experienced,Full Time,Software Engneering,2021
Chief Financial Officer (CFO),The International School of Elite Education,"New Cairo, Cairo",5,New Cairo,Manager,Full Time,Software Engneering,2021
Area Manager,Nola Bakery,"Cairo, Egypt",10,Cairo,Manager,Full Time,Software Engneering,2021
Storage Management SR.Engineer,Elaraby Group,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Electrical Design Engineer,El Mansour Development,"Mokattam, Cairo",3,Mokattam,Experienced,Full Time,Software Engneering,2021
Localization Operation Manager,Saudisoft,"Mohandessin, Giza",7,Mohandessin,Manager,Full Time,Software Engneering,2021
Director OF Finance CFO,Designy,"Maadi, Cairo",10,Maadi,Manager,Full Time,Software Engneering,2021
E-Commerce Sales Account Manager,Computer Remarketing Services,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Deputy Marketing Manager,Confidential,"Maadi, Cairo",8,Maadi,Manager,Full Time,Software Engneering,2021
Public Relations Specialist - Heliopolis...,Sekem,"Salam City, Cairo",2,Salam City,Experienced,Full Time,Software Engneering,2021
Digital Marketing Manager,DE.CI Cairo,"Maadi, Cairo",4,Maadi,Manager,Full Time,Software Engneering,2021
Sales Representative - Real Estate,MAG,"Sheraton, Cairo",2,Sheraton,Experienced,Full Time,Software Engneering,2021
Junior Data Scientist - Temporary Role,Premier Services and Recruitment,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time And Part Time,Software Engneering,2021
UX Designer,Sarmady,"Mohandessin, Giza",2,Mohandessin,Experienced,Full Time,Software Engneering,2021
Client Relation Supervisor,Xceed,"6th Of October, Giza",4,6th Of October,Manager,Full Time,Software Engneering,2021
Technical Office Engineer (Mechanical Design...,Power Solutions,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2021
Content Creator / Copy Writer,Elkenany Group,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Maintenance Reliability Section Head,Confidential,"Wadi Alnatrun, Beheira",5,Wadi Alnatrun,Manager,Full Time,Software Engneering,2021
Senior Business Analyst,Paxerahealth Corp,"Smart Village, Giza",7,Smart Village,Experienced,Full Time,Software Engneering,2021
Fashion Designer,2s Home Wear,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Data Analyst,Tamweely,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
"National Sales Manager ""Modern Trade""",Majestic Pharmaceuticals,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Language Manager,Future Group,"Mohandessin, Giza",7,Mohandessin,Manager,Full Time,Software Engneering,2021
Architecture Engineer,Fox Pools,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
Digital Marketing Specialist,Bavaya,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Senior Business Analyst,Perfect Presentation,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2021
Head Of Projects Sector,Giza power,"New Capital, Cairo",10,New Capital,Manager,Full Time,Software Engneering,2021
Concept Artist,Confidential,"New Cairo, Cairo",1,New Cairo,Experienced,Full Time,Software Engneering,2021
User Experience Lead,Aman,"Giza, Egypt",8,Giza,Manager,Full Time,Software Engneering,2021
Sales Executive - Alexandria,Wide Horizons,"Smouha, Alexandria",1,Smouha,Entry Level,Full Time,Software Engneering,2021
Document Controller Manager,Confidential,"Cairo, Egypt",10,Cairo,Manager,Full Time,Software Engneering,2021
Technical Support Specialist,Fekra Construction Investments,"Giza, Egypt",1,Giza,Entry Level,Full Time,Software Engneering,2021
Internal Auditor,S G D,"Mohandessin, Giza",3,Mohandessin,Experienced,Full Time,Software Engneering,2021
Senior UI Designer,ITS,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
Scrum Master,Excel Systems,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Website & Mobile Application Administrator,El-Moasser Books,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Electrical Maintenance Engineer,Confidential,"Darrasa, Cairo",3,Darrasa,Experienced,Full Time,Software Engneering,2021
Accountant,Confidential,"Sheikh Zayed, Giza",5,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Service Delivery Senior Manager,e-finance,"Smart Village, Giza",10,Smart Village,Manager,Full Time,Software Engneering,2021
Accounting Section Head,Confidential,"Heliopolis, Cairo",8,Heliopolis,Manager,Full Time,Software Engneering,2021
Digital Marketing Executive,Nano Shield,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Education Counsellor - French Speaker,Global Study UK,"Smouha, Alexandria",1,Smouha,Entry Level,Full Time,Software Engneering,2021
UI Designer,Dynamic Technology,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
