title,company_name,location,exp_years,city,level,time,category,year
Ruby On Rails Developer,Orchtech,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2020
Front End Developer (React),Beyond Solution,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2020
Front-End Developer,Casita,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2020
Senior Mean Stack Developer,Unknown,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Java Developer,MidEast Communication Systems,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior IT Support Executive,Life’s Better,"New Nozha, Cairo",3,New Nozha,Experienced,Full Time,IT Category,2020
IT Engineer,INGAZ,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,IT Category,2020
Software Product Manager,Skep Home,"Heliopolis, Cairo",5,Heliopolis,Manager,Full Time,Software Engneering,2020
IT Manager,Unknown,"Alexandria, Egypt",3,Alexandria,Manager,Full Time,IT Category,2020
Group IT Manager,Unknown,"Obour City, Cairo",15,Obour City,Manager,Full Time,IT Category,2020
Full Stack Developer,AIM technologies,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
Senior Back-End Software Engineer - (Java),iHub,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2020
"Senior Full Stack Software Developer - .Net, React",TMentors,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Engineer (Software...,PaySky,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer - Medical Software,Paxerahealth Corp,"Sheraton, Cairo",1,Sheraton,Entry Level,Full Time,Software Engneering,2020
IT Technical Support Specialist,UnitLabs,"Dokki, Giza",1,Dokki,Entry Level,Full Time,IT Category,2020
Sales Manager (Background IT Integration...,Premier Services and Recruitment,"Maadi, Cairo",10,Maadi,Manager,Full Time,IT Category,2020
Senior Web Developer,Caredirect,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2020
Software Development Team leader,Our Education,"Nasr City, Cairo",5,Nasr City,Manager,Full Time,Software Engneering,2020
Software Developer,Unknown,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2020
Software Development Team Lead,Agile Technologies,"Maadi, Cairo",5,Maadi,Manager,Full Time,Software Engneering,2020
IT Manager,Expand Cart,"Cairo, Egypt",6,Cairo,Manager,Full Time,IT Category,2020
IT Specialist - Aswan,Lehaa,"Aswan, Egypt",1,Aswan,Entry Level,Full Time,IT Category,2020
"Software Engineering Intern, PhD, 2021",Google,"Cairo, Egypt",2,Cairo,Entry Level,Internship,Software Engneering,2020
IT Manager,Exception patissiere,"6th Of October, Giza",12,6th Of October,Manager,Full Time,IT Category,2020
PHP (Laravel) Developer,apps square,"Tanta, Gharbia",1,Tanta,Entry Level,Full Time,Software Engneering,2020
Ruby On Rails Remote Senior Back-End Developer...,Gemssy Technologies S.L.,"Bilbao, Spain",7,Bilbao,Experienced,Full Time,Software Engneering,2020
Front End Developer,Talent 360,"Cairo, Egypt",0,Cairo,Entry Level,Full Time,Software Engneering,2020
Front-End Developer (Angular),MoneyFellows,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
Senior Fullstack Developer (.NET & Angular),MoneyFellows,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Technical Team Lead,Arqam,"Nasr City, Cairo",7,Nasr City,Manager,Full Time,Software Engneering,2020
"Full Stack Developer (LARAVEL, VUEJS)",Triptab,"Haram, Giza",1,Haram,Entry Level,Full Time,Software Engneering,2020
Senior PHP Web Developer,Unknown,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2020
Junior Full Stack Developer,Cashcall,"Maadi, Cairo",0,Maadi,Entry Level,Full Time,Software Engneering,2020
Web Developer,Zeal Rewards,"Zamalek, Cairo",3,Zamalek,Experienced,Full Time,Software Engneering,2020
Senior Backend Developer (PHP & Laravel),Afaqy,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2020
Front End Developer,Gemssy Technologies S.L.,"Bilbao, Spain",5,Bilbao,Experienced,Full Time,Software Engneering,2020
Odoo Developer ( With Django Framework And SQL ),YDS yasar digital services,"Sheikh Zayed, Giza",1,Sheikh Zayed,Entry Level,Full Time,Software Engneering,2020
Junior Android Developer,Arabian Systems,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2020
IIB Integration Developer,Sumerge,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Flutter Developer - Nasr City,Maxycode,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Senior PHP Full Stack Developer,SmartTech Systems,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
ASP .Net Core Developer,Hadbrok S.A.E,"Maadi, Cairo",2,Maadi,Experienced,Full Time And Part Time,Software Engneering,2020
Senior Front-End Developer (React),Flairstech,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2020
Java Developer Intern,Okhtub,"Giza, Egypt",19,Giza,Entry Level,Internship,Software Engneering,2020
ASP.Net Developer,Unknown,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-end Developer (React / ReactNative),Devyan,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,ISEC,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
"Technical Lead (Spring Boot, Microservices)",IdealWaves,"Nasr City, Cairo",4,Nasr City,Manager,Full Time,Software Engneering,2020
Flutter Developer,Electrified,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
React Native Mobile Developer - Internship,IKEN Technology,"Maadi, Cairo",0,Maadi,Entry Level,Internship,Software Engneering,2020
Mobile Developer - Internship,IKEN Technology,"Maadi, Cairo",1,Maadi,Entry Level,Internship,Software Engneering,2020
Senior Java Developer (Cloud Computing/ Micro...,DIRAC SYSTEMS,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,Software Engneering,2020
Senior Wordpress Developer,TopLine,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Senior iOS Developer,TEMPO,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Xamarin Developer,Unknown,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2020
Sr. iOS Developer,TruDoc 24x7,"Heliopolis, Cairo",4,Heliopolis,Experienced,Full Time,Software Engneering,2020
Senior Backend Developer,Premier Services and Recruitment,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2020
Front End Developer (React),Sieraj,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
RPA Developer,Metra Group,"6th Of October, Giza",18,6th Of October,Entry Level,Internship,Software Engneering,2020
Senior Back End Developer,Unknown,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer - Early Morning,Kick Start Interactive,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Sr. Mobile Apps Developer,SAED,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Backend Developer Php,Devyan,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Python/Django Back End Developer,Your Parts,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Front End Developer,Simple Touch Software,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Java Developer,eVision,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-End Web Developer,CST Systems,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Web Developer - Internship,ElMnassa Innovation & Development,"New Cairo, Cairo",0,New Cairo,Entry Level,Internship,Software Engneering,2020
Full Stack Developer (Go / JavaScript),360Imaging,"Dokki, Giza",2,Dokki,Experienced,Full Time,Software Engneering,2020
Flutter Developer,Profolio Consulting,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2020
Front End Developer,Sieraj,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2020
Pentaho Developer - BI Skills.,Cegedim,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior .Net Developer,microtec,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,E-Cards,"Smart Village, Giza",1,Smart Village,Entry Level,Full Time,Software Engneering,2020
Senior Full Stack Web Developer (Laravel) -...,Procrew,"San Stefano, Alexandria",4,San Stefano,Experienced,Full Time,Software Engneering,2020
Oracle Developer,Egabi FSI,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2020
Mobile Developer (React Native),Ithmaar Integrated Solutions,"Giza, Egypt",1,Giza,Entry Level,Full Time,Software Engneering,2020
Full Stack WordPress Web Developer,Totals Tech,"Kuwait City, Kuwait",3,Kuwait City,Experienced,Full Time,Software Engneering,2020
Senior Xamarin Cross Platform Mobile Apps...,Andalusia Group,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Mobile Applications Development Lead,DBS,"New Cairo, Cairo",6,New Cairo,Manager,Full Time,Software Engneering,2020
.NET Developer,Dynamicslink,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer - React,Trufla,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2020
Junior Mean Stack Developer,ReNile,"6th Of October, Giza",2,6th Of October,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer,Togar,"New Nozha, Cairo",3,New Nozha,Experienced,Full Time,Software Engneering,2020
Xamarin Developer,Unknown,"Ain Shams, Cairo",3,Ain Shams,Experienced,Full Time,Software Engneering,2020
Remote React Developer,Scopic,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,Amanleek,"Maadi, Cairo",0,Maadi,Entry Level,Full Time,Software Engneering,2020
Angular & Spring Boot Java Developer - (DevOps),Cegedim,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer (From Home Optional),"Izam, inc.","Giza, Egypt",4,Giza,Experienced,Full Time,Software Engneering,2020
Front End Developer,Affsquare,"Nozha, Cairo",2,Nozha,Experienced,Full Time,Software Engneering,2020
IOS Developer,DGTERA,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer (React),Yalla Fel Sekka,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
iOS Developer - Alexandria,Madar Soft,"Fleming, Alexandria",2,Fleming,Experienced,Full Time,Software Engneering,2020
Wordpress Developer,Innovato,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer,git-zone,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Developer (Mern Stack),Yalla Fel Sekka,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,appenza,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2020
React Native Mobile Developer,Beyond Solution,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Senior iOS Developer,Your Parts,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
React Native App Developer (Internship),Seuqel Solutions,"Downtown, Cairo",0,Downtown,Manager,Internship,Software Engneering,2020
PHP Full Stack Developer / Laravel,VadeCom,"Haram, Giza",1,Haram,Entry Level,Full Time,Software Engneering,2020
.NET Developer,Dynamicslink,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,Unknown,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Mobile Development Technical Leader - Cairo,Nejmo,"Maadi, Cairo",7,Maadi,Manager,Full Time,Software Engneering,2020
Flutter Developer,Totals Tech,"Al Ahmadi, Kuwait",1,Al Ahmadi,Entry Level,Full Time,Software Engneering,2020
Senior Ruby on Rails Developer,CrossWorkers,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front-End Developer,Profolio Consulting,"New Cairo, Cairo",10,New Cairo,Experienced,Full Time,Software Engneering,2020
Flutter Developer,EGIC,"Manial, Cairo",3,Manial,Experienced,Full Time,Software Engneering,2020
Full-Stack Developer (Node.js /React.js / Angular),Sharee Coin,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer,Wisely Insure,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2020
Senior Odoo Developer,MidEast Communication Systems,"New Cairo, Cairo",4,New Cairo,Experienced,Full Time,Software Engneering,2020
Sr .Net Developer,Brmaja,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
German Business Development Executive...,citpeak,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2020
iOS Developer - Mansoura DK,Awamer Alshabaka _اوامر الشبكه,"Mansoura, Dakahlia",2,Mansoura,Experienced,Full Time,Software Engneering,2020
UI Developer/Designer,Tech-Hub,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2020
Back End Developer ( PHP / Laravel ),Upper Medic,"Cairo, Egypt",2,Cairo,Experienced,Full Time And Part Time,Software Engneering,2020
Web Developer,Unknown,"Obour City, Cairo",2,Obour City,Experienced,Full Time,Software Engneering,2020
Senior .Net Developer,White Account Co.,"Amman, Jordan",4,Amman,Experienced,Full Time,Software Engneering,2020
.NET Developer (.Net Core + WPF) [VA],Cegedim,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2020
Lead Middleware Platform Engineer,Path-Solutions,"Maadi, Cairo",8,Maadi,Experienced,Full Time,Software Engneering,2020
PHP Web Developer,Odiggo,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Unity / Unreal Developer,Unknown,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer,3i Vision LTD.,"Dokki, Giza",3,Dokki,Experienced,Full Time And Part Time,Software Engneering,2020
Remote Intermediate + PHP Developer,Scopic,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Senior Full Stack .NET Developer,Unknown,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2020
.NET Developer - Internship,IKEN Technology,"Maadi, Cairo",0,Maadi,Entry Level,Internship,Software Engneering,2020
Senior Full stack Developer (.NET & Angular),El-Taef,"Giza, Egypt",3,Giza,Experienced,Full Time,Software Engneering,2020
".Net Developer ""Medium Experience""",Techno Management,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2020
Front End Developer,OctopusPro Pty Ltd,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2020
Mobile Developer,Joovlly,"Mohandessin, Giza",2,Mohandessin,Experienced,Full Time,Software Engneering,2020
Vue JS Developer,Net3000.ca,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2020
Senior .NET Full Stack Developer,Unknown,"6th Of October, Giza",5,6th Of October,Experienced,Full Time,Software Engneering,2020
Full Stack Web Developer,TOS Group,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
PHP Developer,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza",2,Dokki,Experienced,Full Time,Software Engneering,2020
Node.js / React / Next.js & Liquid Developer,MatsMall,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2020
Full Stack Developer,Unknown,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2020
Front End Developer - Angular,GAMP Ltd,"Smouha, Alexandria",1,Smouha,Entry Level,Full Time,Software Engneering,2020
Mobile Developer (Android),Nejmo,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Full Stack Developer,Contactless,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2020
Senior Android Developer,Aqarmap.com,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2020
Sr.NET Developer,Z2 Data,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2020
Lead Middleware Platform Engineer,Path-Solutions,"Maadi, Cairo",8,Maadi,Experienced,Full Time,Software Engneering,2020
Senior Backend Developer - Java (Spring/ADF),Ithmaar Integrated Solutions,"Haram, Giza",4,Haram,Experienced,Full Time,Software Engneering,2020
Web & Mob App Developer,SharpFocus Advertising,"Mokattam, Cairo",3,Mokattam,Experienced,Full Time,Software Engneering,2020
Senior PHP Developer,GCSSD,"Heliopolis, Cairo",5,Heliopolis,Experienced,Full Time,Software Engneering,2020
Android Developer,Generation C,"Sheraton, Cairo",2,Sheraton,Experienced,Full Time,Software Engneering,2020
Senior UI Developer,Generation C,"Sheraton, Cairo",3,Sheraton,Experienced,Full Time,Software Engneering,2020
Senior React Native Developer (Immediate Start...,I2M,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
System Administrator (Outsource),Interact Technology Solutions,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2020
Web Developer,Yis Web,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Senior Dynamics CRM Developer,Xceed,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2020
Senior iOS Developer,Unknown,"Vienna, Austria",5,Vienna,Experienced,Full Time,Software Engneering,2020
Odoo Developer,Crevisoft Corporation,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
Front End Developer,Crevisoft Corporation,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
React Native Mobile Developer,Online,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2020
Python Flask Developer,RDI,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2020
Senior Full Stack Developer - Php Laravel,appcorp,"Heliopolis, Cairo",4,Heliopolis,Experienced,Full Time,Software Engneering,2020
"Full Stack Developer (Node JS, React JS, Angular)",Alef Software Company,"San Stefano, Alexandria",3,San Stefano,Experienced,Full Time,Software Engneering,2020
Front-End Web Developer,Lead Liaison,"San Stefano, Alexandria",1,San Stefano,Entry Level,Full Time,Software Engneering,2020
