title,company_name,exp_years,location,city,level,time,category,year
CCNA Instructor,American Academy,2,"6th Of October, Giza",6th Of October,Experienced,Full Time And Part Time,Software Engneering,2020
Freelance BTL Sales Account Manager,Think Agency,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time And Part Time,Software Engneering,2020
Senior Network Security Engineer,Masria Digital Payment (MDP),3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Digital Marketing & Social Media Specialist,AL-FIKRY HOLDING,4,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
HR Section Head,MAC EGYPT REAL ESTATE CO.,5,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
Web Designer,The Lean,3,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Sales Manager,Alternative Education,5,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Art Director,Dawaya,5,"Garden City, Cairo",Garden City,Manager,Full Time,Software Engneering,2020
Digital Marketing/Growth Specialist (Saas),TensorGraph,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Sales Representative,Computer Consulting & Supplies,2,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
Warehouse Manager,Unknown,10,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
Content Writer/Marketer,TensorGraph,6,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Maintenance Manager (Large Factory) -Badr City,Pillars,5,"Badr City, Cairo",Badr City,Manager,Full Time,Software Engneering,2020
Software Tester,VA Computing Egypt,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
IT Administrator (Freelance),AL-FIKRY HOLDING,4,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time And Part Time,IT Category,2020
Senior Software Engineer (Backend),TEMPO,5,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Android Software Engineer,Unknown,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
IT Support Engineer,Al Rabat,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,IT Category,2020
IT Compliance Senior Officer - Multinational...,Unknown,5,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,IT Category,2020
IT Director,Unknown,15,"Mohandessin, Giza",Mohandessin,Manager,Full Time,IT Category,2020
IT Specialist,Unknown,2,"Obour City, Cairo",Obour City,Experienced,Full Time,IT Category,2020
Junior Software Tester,Chefaa IT,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
IT Help Desk Officer,Shiny white dental center,2,"Cairo, Egypt",Cairo,Experienced,Full Time,IT Category,2020
IT Network Engineer,ShadyPack,0,"Obour City, Cairo",Obour City,Entry Level,Full Time,IT Category,2020
IT Technical Support Specialist,El Nasr Group,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,IT Category,2020
IT Help Desk Specialist,Daltex,1,"Mohandessin, Giza",Mohandessin,Entry Level,Full Time,IT Category,2020
IT System Administrator - Minya,UD Crops,2,"New Menia, Minya",New Menia,Experienced,Full Time,IT Category,2020
IT Technical Support Specialist,Concrete Plus,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,IT Category,2020
IT & Odoo Specialist,The Breakroom Company,2,"Sheraton, Cairo",Sheraton,Experienced,Full Time,IT Category,2020
IT Help Desk Specialist,Venti,1,"Ain Shams, Cairo",Ain Shams,Entry Level,Full Time,IT Category,2020
Software System Analyst - Cairo,Unknown,5,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
Software Engineer,Elite Business Services,10,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
Assistant Field Services...,Pillars,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
SOC Engineer,Link Datacenter,4,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Senior Collaboration Presales Engineer,QuadraTech for Information Technology,3,"Katameya, Cairo",Katameya,Experienced,Full Time,Software Engneering,2020
Senior Presales Network & Security Engineer,QuadraTech for Information Technology,3,"Katameya, Cairo",Katameya,Experienced,Full Time,Software Engneering,2020
Financial Controller,Keys Group Services,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Creative Content Writer,Unknown,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Quality Assurance Section Head - Carton & Packing,Giant Group,5,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Experienced,Full Time,Software Engneering,2020
"Clients Relation Representative ""Account Manager""",Unknown,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Executive Secretary To The CEO,Elgabaly Architects,6,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior SEO Specialist,Home of Hope,3,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
Senior Network Engineer,Tanmeyah,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Customer Service Agent,Rowaad,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Customer Service Manager,Unknown,5,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
HR Manager,El Nahar for Medical Solutions,5,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Internal Audit Manager,Unknown,10,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
Senior UX Designer,Arabian Systems,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Account Manager,Ebtkar,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Public Relations Specialist,Castle developments,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
BIM Mechanical/Electrical Engineer,"THE Architects, Planners & Civil Engineers Consultancy Firm",1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Real Estate Sales Manager,M² Developments,7,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Senior Network Security Engineer,Fixed Solutions,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Web Admin,Sadko for Trading & Agencies,2,"Downtown, Cairo",Downtown,Experienced,Full Time,Software Engneering,2020
STEM Teacher (Robotics Teacher)- Part Time,TechAdemics,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time And Part Time,Software Engneering,2020
Technical Support Specialist,Allamna Integrated Solutions,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
UI/UX Web Apps Designer,illustrious,3,"Mansoura, Dakahlia",Mansoura,Experienced,Full Time,Software Engneering,2020
Executive Secretary - New Alamein University,iHub,2,"Alamein, Matruh",Alamein,Experienced,Full Time,Software Engneering,2020
Automotive Spare Parts Manager,Kayan Egypt for Trading & Investment,7,"Katameya, Cairo",Katameya,Manager,Full Time,Software Engneering,2020
Sales Analyst,Unknown,5,"Haram, Giza",Haram,Experienced,Full Time,Software Engneering,2020
Network Administrator/Engineer,Nile University,5,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
ERP Project Manager,Flairstech,3,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
AI Pre-Sales Engineer,Cognitro Analytics,7,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Communications & Content Manager,KnowledgeNet,5,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
UI UX Designer / Graphic Designer,smartpace solutions,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Product Manager,Fawry Banking & Payment Technology Services,5,"Smart Village, Giza",Smart Village,Experienced,Full Time,Software Engneering,2020
Quality Control Specialist,Shawkat Stone for Marble and Granite,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer,Ray C - Security & Engineering Solutions,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
HR Generalist,Pannelli,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Water Quality Engineer,"Utility and Positioning Systems Ltd.,",5,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
YouTube Intern,Injaz Digital,0,"Heliopolis, Cairo",Heliopolis,Entry Level,Internship,Software Engneering,2020
Internal Audit Manager,Unknown,10,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
HR Manager,El Nahar for Medical Solutions,5,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Pre Sales Engineer,Mest,1,"Mohandessin, Giza",Mohandessin,Entry Level,Full Time,Software Engneering,2020
Account Manager (US Time Zone),db Group,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
ERP Functional Support Specialist (Odoo),ZAD Solutions,0,"Mohandessin, Giza",Mohandessin,Entry Level,Full Time,Software Engneering,2020
Documents Controller,CPAS,0,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Senior Business Analyst,Titan Cement Egypt,4,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
System Admin,Lyve,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Graphic Designer,Unknown,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Database Analyst and Administrator,700 apps,6,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Marketing Manager,4level1,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Drawing Architect (Architecture & Interior Design),Riwaq,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Financial Controller,MODON Developments,10,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
STEM Teacher (Robotics Teacher)- Part Time,TechAdemics,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time And Part Time,Software Engneering,2020
Senior UX Designer,Easy Cash,4,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Security Solutions Sales Manager,AIC - Al Maalim International Co.,10,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Orthodontist,3D Diagnostix,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Senior Marketer,E3mel Business for Financial & Managerial Consultancy,6,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Factory HR Manager,Summer Moon Co.,10,"Bourj Alarab, Alexandria",Bourj Alarab,Manager,Full Time,Software Engneering,2020
Pre-sales Manager,D-Fens Networks,5,"Mohandessin, Giza",Mohandessin,Manager,Full Time,Software Engneering,2020
Pricing Engineer,Mobica,5,"Abu Rawash, Giza",Abu Rawash,Experienced,Full Time,Software Engneering,2020
MS Dynamics AX Financial Consultant,SAED,7,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Product Specialist - Mansoura,Docspert,3,"Mansoura, Dakahlia",Mansoura,Experienced,Full Time,Software Engneering,2020
Pricing Engineer,Mobica,5,"Abu Rawash, Giza",Abu Rawash,Experienced,Full Time,Software Engneering,2020
Marketing Manager,4level1,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Factory Manager,ataya,15,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
UX Designer And Wordpress,Ctopya,5,"Cairo, Egypt",Cairo,Entry Level,Internship,Software Engneering,2020
UI/UX Graphic Designer,AQARITO,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer,Arabic Trader,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Digital Marketing Specialist,Furqan Group for Education & IT,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Coordinator,IT Pillars,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
Senior Local Purchasing Specialist,Unknown,5,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Planning Engineer - Textile,Unknown,3,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Experienced,Full Time,Software Engneering,2020
UI/UX Designer (3 Weeks Project),iHorizons,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Civil Engineer,Meeza,5,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Interior Designer / Architect,Studio PARADIGM,1,"Zamalek, Cairo",Zamalek,Entry Level,Full Time,Software Engneering,2020
Senior Financial AX Functional Consultant,CompactSoft International,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Stock Control Manager - Warehousing,Unknown,5,"Mokattam, Cairo",Mokattam,Manager,Full Time,Software Engneering,2020
Supply Chain Manager,Exception patissiere,12,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Junior Operations Engineer,Link Datacenter,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Marketing Operations Specialist,CASHU,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Project Manager,Team 4 Security,2,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Restaurants Operations Manager,Dayrah Solutions,6,"New Heliopolis, Cairo",New Heliopolis,Manager,Full Time,Software Engneering,2020
Marketing Communication Executive / Coordinator,TAQA Arabia,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Digital Media Buyer,Ebtkar,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sales Representative | Cosmetics/ Skincare,Tasmeem,3,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Graphic Designer,SMARTTEL,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
HR Director,Unknown,10,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Odoo ERP Support Specialist,Archer Solutions,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Compensation & Benefits Supervisor,MH-Group,5,"Giza, Egypt",Giza,Manager,Full Time,Software Engneering,2020
Marketing Supervisor,El Mansour Development,6,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
SAP FI-CO Consultant,Talaat Moustafa Group,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Representative,Egpay,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Admin,Misreya Medical,2,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Odoo Techno Functional,Pefect Presentation,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
RPA Architect,Singleclic,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Renting Adviser - Real Estate,Unknown,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Data Architect - Saudi Arabia,Altayar recruitment,2,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
Sr. Quality Control,Andalusia Group,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
HR Section Head,Unknown,5,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Senior UI UX Designer,Agile Technologies,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Account Manager,Nile Tronix,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Sales Representative,beepz,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Sales Engineer - Assuit,Allamna Integrated Solutions,1,"Assuit, Assiut",Assuit,Entry Level,Full Time,Software Engneering,2020
Sales Manager,Air Gate,6,"Mohandessin, Giza",Mohandessin,Manager,Full Time,Software Engneering,2020
Gender Officer - Civil Society Capacity...,Aga Khan Foundation,3,"Aswan, Aswan",Aswan,Experienced,Full Time,Software Engneering,2020
Microsoft System Engineer,Summit Technology Solutions,1,"Katameya, Cairo",Katameya,Entry Level,Full Time,Software Engneering,2020
Civil Engineer,Kirovest pharmaceuticals,8,"Obour City, Cairo",Obour City,Experienced,Full Time,Software Engneering,2020
System Administrator,Innovato,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Content Writer,Alnafitha,3,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
Application Support Engineer,infasme.com,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Media Buyer,Akhtaboot Group,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Video Editor,Unknown,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
HR Director - World Class Manufacturer,Pillars,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Human Resources & Administration Manager,Nozha Group,12,"Obour City, Cairo",Obour City,Manager,Full Time,Software Engneering,2020
Social Media Specialist,Unknown,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Sales Manager,Cairo Lab,3,"Giza, Giza",Giza,Manager,Full Time,Software Engneering,2020
Graphic Designer,TruKKer Misr,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
