title,company_name,exp_years,location,city,level,time,category,year
IT Service Desk Engineer (Outsourcing),Interact Technology Solutions,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,IT Category,2020
Senior Software Engineer,Paymob Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Sr. IT Help Desk,Amiral Holdings Limited,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,IT Category,2020
Associate Software Engineer,Softec International,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Front-End Developer (IOS & Android),Skep Home,0,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
IT Help Desk Specialist,Teleperformance - Egypt,0,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,IT Category,2020
C++ Software Engineer,360Imaging,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Software Technical Lead - Micro-services DevOps,Tocaan,3,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
"Senior Full Stack Developer (Angular,.Net)",Ebtkarat Information Technology,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Android Software Engineer,Unknown,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Software Technical Manager,JRM for Communications,10,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
IT Help desk,Al-Madina,1,"Manial, Cairo",Manial,Entry Level,Full Time,IT Category,2020
Application Engineer,Premier Services and Recruitment,3,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
Business Analyst,Paynas,1,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
[CGEG006] DevOps Engineer,Cegedim,5,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Dynamics CRM Senior Specialist,Unknown,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Export Sales Specialist,Kasr Kabaw Marble,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
CTO,Dozzan,15,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Oracle Cloud System Administrator,Ghassan Ahmed Alsulaiman for Electronic Services,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Videographer And Video Editor,iPROTK,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Digital Marketing / Social Media Specialist &...,Defy Egypt,5,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Project Manager,Infinity Business Solutions,10,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
External Audit Manager,Crowe Egypt - Dr Khaled Abdelaziz Hegazy,6,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Marketing Manager,Dexef,6,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Senior UX Designer,montu,5,"Cairo, Egypt",Cairo,Experienced,Full Time And Part Time,Software Engneering,2020
Marketing Officer - ASDP - Aswan,Aga Khan Foundation,2,"Aswan, Aswan",Aswan,Experienced,Full Time,Software Engneering,2020
R&D Mechanical Design Engineer,Q Medical Co.,1,"Badr City, Cairo",Badr City,Entry Level,Full Time,Software Engneering,2020
Senior ERP SAP Support Specialist,Al Andalous Medical Company,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
E-commerce Digital Marketing Manager - Retail...,Raneen,5,"Giza, Giza",Giza,Manager,Full Time,Software Engneering,2020
General Manager,Dexef,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Database Administrator,Ghassan Ahmed Alsulaiman for Electronic Services,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer,Solkit Egypt,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior MS Exchange Engineer,"Roaya IT Solutions,",7,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Application Support Engineer (Temporary for 11...,EFG Hermes,1,"Smart Village, Giza",Smart Village,Entry Level,Full Time,Software Engneering,2020
Junior Proposal Engineer,RMS,0,"Mohandessin, Giza",Mohandessin,Entry Level,Full Time,Software Engneering,2020
Infrastructure Manager,Unknown,10,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Color Separation Specialist,Elif Global,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Senior Systems Engineer,Bavaria Egypt,5,"Nozha, Cairo",Nozha,Experienced,Full Time,Software Engneering,2020
Senior Technical Support Agent,Expand Cart,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time,Software Engneering,2020
Sales Representative,DigitalYard,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Power BI / Solution Owner,Roots Management Consultants,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Junior Network Engineer,Xceed,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Marketing Representative,Dayrah Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Supervisor Network Engineer - Giza,Unknown,3,"Smart Village, Giza",Smart Village,Manager,Full Time,Software Engneering,2020
Graphic Design & Media Intern,Nexus Analytica,19,"Shorouk City, Cairo",Shorouk City,Entry Level,Internship,Software Engneering,2020
UI/UX Designer,Digital Experts,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Senior Build Engineer,Flairstech,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Linux Administrator & DevOps Engineer,Egpay,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Mechanical Design Engineer,TTC Technologies,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Solution Architect / Data & Integration,Unknown,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Scrum Master,buseet,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Video Editor,Expand Cart,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Product (Graphic) Designer - Internship,ElMnassa Innovation & Development,0,"New Cairo, Cairo",New Cairo,Entry Level,Internship,Software Engneering,2020
Sales Account Manager ( Outdoor ),Egypt Yellow Pages,0,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Sales Account Executive,Unknown,1,"Sheraton, Cairo",Sheraton,Entry Level,Full Time,Software Engneering,2020
Chief Accountant,Borg EL-Arab Co Bait Food,5,"Smouha, Alexandria",Smouha,Manager,Full Time,Software Engneering,2020
Data Cabling Site Engineer,QuadraTech for Information Technology,3,"Katameya, Cairo",Katameya,Experienced,Full Time,Software Engneering,2020
Android Tech Lead,QCENTRIS,8,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Electrical Project Engineer - HV Transmission...,ENBLOM,4,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Product Design Engineer - (Industrial),Unknown,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Sales Account Manager ( Outdoor ) - Mansoura...,Egypt Yellow Pages,0,"Mansoura, Dakahlia",Mansoura,Entry Level,Full Time,Software Engneering,2020
Technical Support Engineer,Unlimited Technology,2,"Helwan, Cairo",Helwan,Experienced,Full Time,Software Engneering,2020
Sales Executive,FTH-industries,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Digital Sales Executive,Elegant Group,2,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
Technical Recruiter,LINK Development,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer ( SAP & Web...,Unknown,5,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time And Part Time,Software Engneering,2020
Sales Engineer - Architect,Unknown,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Presales & Projects Manager,AIC - Al Maalim International Co.,7,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
UI/UX Designer,Tech-Hub,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Network Administrator,Egpay,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
Product Manager - Women's Healthcare,dkt Egypt,2,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Lab Engineer,Zewail City,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
HR Implementation Consultant,DIRAC SYSTEMS,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Financial Manager,Unknown,10,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Manager,Full Time,Software Engneering,2020
International Sales Team Leader,FLINK Business Soutions,3,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Business Analyst,WebBeds,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Quality Control Engineer,Unionaire Group,6,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Associate Infrastructure Consultant (Identity...,BlueCloud,1,"Sheraton, Cairo",Sheraton,Entry Level,Full Time,Software Engneering,2020
Graphics Designer,Atheel CC,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Oracle Cloud Financial Consultant,SSC Egypt,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer - Cairo,Mishkat Nour,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
D365 Retail Consultant,Ghassan Ahmed Alsulaiman for Electronic Services,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Graphic Designer - Portsaid,Mishkat Nour,4,"Port Said, Egypt",Port Said,Experienced,Full Time,Software Engneering,2020
Business Analyst,MidEast Communication Systems,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Senior Application Deployment & Release...,MTS,3,"Smouha, Alexandria",Smouha,Experienced,Full Time,Software Engneering,2020
Junior R&D Engineer,3Brothers,1,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Entry Level,Full Time,Software Engneering,2020
Electronics Engineer - C#,Beta Electronics,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Accountant,Furqan Group for Education & IT,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Social Media Specialist,Maxycode,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior SAP Consultant - SD/Basis/HCM SAP Solutions,Intercom Enterprises,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Linux System Engineer,Link Datacenter,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Customer Support Agent - Accounting,"Izam, inc.",2,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
Sales Executive,Spark Systems,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Data Platform Engineer,e-finance,3,"Smart Village, Giza",Smart Village,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer,KnowledgeNet,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Network Security Admin - Cairo,MTS,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Automation Sales Manager - Cairo,ECCC,4,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Publishing Manager Assistant,Longman Egypt,10,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Operations Manager,Xerox Egypt,3,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
UI/UX Designer,Master Linux,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Documentum Consultant,Tafeel,7,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
Sales Executive,Legacy Coaching Institute,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer,BLU Real Estate,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Payable Accountant,El Mansour Development,4,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
System Engineer,DIRAC SYSTEMS,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Cost & Planning Engineer Team Leader,Alkarma Developments,7,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Technical Sales Engineer,Elnady Engineering & Agencies,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
System Integration Analyst,Fawry Banking & Payment Technology Services,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Admin Coordinator Real Estate,global building,0,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
QA Process Improvement Engineer,Fixed Solutions,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
System Admin,El Nasr Group,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Telesales Representative,EasyKash,1,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Senior MS Dynamics AX Technical Consultant,SAED,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Junior Noc Engineer,Xceed,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Social Media & Marketing Executive - Alexandria,NetEra,1,"San Stefano, Alexandria",San Stefano,Entry Level,Full Time,Software Engneering,2020
Senior Sales Account Manager,QuadraTech for Information Technology,5,"Katameya, Cairo",Katameya,Experienced,Full Time,Software Engneering,2020
SAP Project Manager,Talaat Moustafa Group,4,"Giza, Egypt",Giza,Manager,Full Time,Software Engneering,2020
UX Designer,WebBeds,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Sales Executive,Datum International Data Systems,4,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Oracle Database Administrator,Master Linux,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
User Experience (UX) Designer,Deal,3,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Customer Service Agent (Onshore Account),Atheel CC,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Digital Marketing Intern,STEP,0,"New Cairo, Cairo",New Cairo,Entry Level,Internship,Software Engneering,2020
Senior Help Desk Specialist,MTS,6,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Systems Engineer,MisrTech,2,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Senior Data Scientist,I-Score,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Sales Manager,Power International,5,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
SAP Consultant,Unknown,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Cochlear Implant - Product Specialist - Sohag,El Nahar for Medical Solutions,1,"Sohag, Sohag",Sohag,Entry Level,Full Time,Software Engneering,2020
Senior Graphic Designer,Bright Minds,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Application Support Specialist,BI-Technologies,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
French Teacher ( British Section ) - Tanta,Future British International School,2,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
Electrical Engineer,Hayat Kimya,2,"Ain Sokhna, Suez",Ain Sokhna,Experienced,Full Time,Software Engneering,2020
Customer Support Agent,Unknown,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sales and Marketing Manager,CNS Group,3,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
DevOps Engineer,Paymob Solutions,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Junior Network Security Engineer,Fixed Solutions,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer – Packaging Field,Wattan Pack Company,5,"Quweisna, Monufya",Quweisna,Experienced,Full Time,Software Engneering,2020
Network Administrator,Energya Cables,5,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Experienced,Full Time,Software Engneering,2020
Digital Marketing /Social Media Specialist,HEIBCO,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Business Analyst,Smart IT,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Head of Digital Marketing,Unknown,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Network & IP Telephone Engineer (Design &...,Adawliah agency,8,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Arabic Math Supervisor,Nahdet Misr Publishing Group,10,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
Sales Account Manager,ElMnassa Innovation & Development,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Node Engineer,ExaServe LLC,5,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Engineer,Superior Business Solutions,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Media Designer,VA Computing Egypt,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
JD Edwards Functional Consultant,MigrationIT.com,5,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
Data Entry,Unknown,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
French Teacher ( British Section ) - Tanta,Future British International School,2,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
Graphic Designer,World Business Fitness,12,"New Cairo, Cairo",New Cairo,Entry Level,Internship,Software Engneering,2020
Electrical Engineer,Unknown,4,"Alsadat City, Monufya",Alsadat City,Experienced,Full Time,Software Engneering,2020
Senior Architecture Engineer,Cleopatra Hospitals Group,15,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Site Reliability Engineer - Rotating Equipment,GFC Oil & Gas Services,8,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Senior Sales Manager - French Speaking,almentor,7,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Online / Inside Sales Executive,Appgain,4,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Internal Audit Officer,Agile Technologies,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
System Administrator,National Technology,1,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
Senior Business Analyst,Allianz,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Telesales Agent,Premier Services and Recruitment,0,"Mohandessin, Giza",Mohandessin,Entry Level,Full Time,Software Engneering,2020
Customer Service Agent,Atheel CC,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
DevOps Expert,Pefect Presentation,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Sales Account Manager,Easy Projects Egypt,5,"Cairo, Egypt",Cairo,Experienced,Full Time And Part Time,Software Engneering,2020
Maintenance Manager,Unknown,10,"Giza, Egypt",Giza,Manager,Full Time,Software Engneering,2020
Incident Management Engineer,Orange Business Services,0,"Nasr City, Cairo",Nasr City,Entry Level,Full Time,Software Engneering,2020
UI/UX Web Designer,Nile Creations,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer,Server Store,4,"Helwan, Cairo",Helwan,Experienced,Full Time,Software Engneering,2020
Windows System Engineer,Link Datacenter,2,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Customer Support Agent,Unknown,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Digital Marketing /Social Media Specialist,HEIBCO,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
SAP ABAP Consultant,Dar Al-Fouad Hospital,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
People & Culture Manager,Sanctum Hospitality,4,"Zamalek, Cairo",Zamalek,Manager,Full Time,Software Engneering,2020
Senior Electrical Engineer,Unknown,4,"Alsadat City, Monufya",Alsadat City,Experienced,Full Time,Software Engneering,2020
First Line Technical Support Agent,IST Networks,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Network & Security Engineer,Centro Global Solutions,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Technical Support Manager,Flairstech,2,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Digital Marketing & Demand Generation Manager,Alnafitha,5,"Zamalek, Cairo",Zamalek,Manager,Full Time,Software Engneering,2020
Senior System Admin,Link Aero Trading Agency,3,"Zamalek, Cairo",Zamalek,Experienced,Full Time,Software Engneering,2020
Financial Application Technical Support Engineer,Interact Technology Solutions,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior System Engineer,Unknown,4,"Obour City, Cairo",Obour City,Experienced,Full Time,Software Engneering,2020
Network Instructor,MICA,1,"Haram, Giza",Haram,Entry Level,Full Time,Software Engneering,2020
Database Admin,Pefect Presentation,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Internal Auditor,Construction & Design Co. SAE,1,"Downtown, Cairo",Downtown,Entry Level,Full Time,Software Engneering,2020
UX Designer,Puzzle,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Senior System Admin Engineer,Sky Distribution,3,"Sheikh Zayed, Giza",Sheikh Zayed,Experienced,Full Time,Software Engneering,2020
Sales Agent,Unknown,4,"Dokki, Giza",Dokki,Entry Level,Full Time,Software Engneering,2020
Head of Recruitment,Tanmeyah,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Senior System Business Analyst,Aman,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Sales Account Manager,Joovlly,2,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
UI Designer,VA Computing Egypt,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Talent Management and OD Specialist,nour eldin elsherif for trading vehicles,3,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Industrial Engineer,Longman Egypt,5,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
CRM Executive,Tameer,1,"Garden City, Cairo",Garden City,Entry Level,Full Time,Software Engneering,2020
Purchasing Specialist,IT Cores,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
E Payment Services Specialist,e-finance,2,"Smart Village, Giza",Smart Village,Experienced,Full Time,Software Engneering,2020
Chief Commercial Officer (COO),AACMI,15,"Nozha, Cairo",Nozha,Manager,Full Time,Software Engneering,2020
Graphic Designer - IKEA Cairo Festival City Mall,Al Futtaim,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Administrative Assistant,Unknown,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Data Quality Analyst,Nana,2,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
UI/UX Designer,Unknown,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Project Manager,Unknown,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Graphic Designer,Oriental Weavers,0,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Entry Level,Full Time,Software Engneering,2020
SIP Consultant,ARPUPLUS,1,"Agouza, Giza",Agouza,Entry Level,Full Time,Software Engneering,2020
Office Manager,Alouf Travel,5,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
Project Manager,International Trade Office,10,"Bab Sharq, Alexandria",Bab Sharq,Manager,Full Time,Software Engneering,2020
Production Engineer,Greater Cairo Foundries Co. S.A.E,5,"Belbes, Sharqia",Belbes,Experienced,Full Time,Software Engneering,2020
Senior Tech Support Specialist (Second Line),Unknown,2,"Damietta, Egypt",Damietta,Experienced,Full Time,Software Engneering,2020
ICT (Computer) Teacher - Tanta,Future British International School,2,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
Server Administrator,Egypt Yellow Pages,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Videographer & Video Editor,Arrows,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time And Part Time,Software Engneering,2020
Senior Techno Functional Oracle ERP Consultant,Alarabi Recruitment & Services,5,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
IT Specialist,Dynamicslink,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,IT Category,2020
Senior IT Specialist,Impomed Egypt,3,"Downtown, Cairo",Downtown,Experienced,Full Time,IT Category,2020
Software Business Analyst,DBS,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Software Automation Tester,FaceGraph,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Backend Software Engineer,Garment IO,1,"Sheikh Zayed, Giza",Sheikh Zayed,Entry Level,Full Time,Software Engneering,2020
IT Technical Support And Help Desk -...,Unknown,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time,IT Category,2020
Software Engineer - .Net Core with C++ Experience,Expandium,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
IT Help Desk Engineer ( Outsourcing ),Interact Technology Solutions,2,"Cairo, Egypt",Cairo,Experienced,Full Time,IT Category,2020
Huawei Ecosystem Business Development Manager,Huawei Technologies Egypt,3,"Downtown, Cairo",Downtown,Manager,Full Time,Software Engneering,2020
Senior IT Specialist,Al Dar Al Masriah Al Lubnaniah For Publishing,2,"Cairo, Egypt",Cairo,Experienced,Full Time,IT Category,2020
Software Architecture Lead,Arabian Systems,7,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
IT HelpDesk - Hurghada,Somabay,0,"Hurghada, Red Sea",Hurghada,Entry Level,Full Time,IT Category,2020
IT Help Desk Specialist,ADK Egyptian-German Cultural Centre,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,IT Category,2020
Senior Software Quality Control Engineer,GET Group- Egypt,5,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Junior Software Engineer,MegaSoft,0,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
IOS Software Engineer,Unknown,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Software Tester - Full Time,Unknown,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Senior Android Developer / React Native Developer,Profolio Consulting,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
IT Technical Support Specialist,Qsource,2,"Dokki, Giza",Dokki,Experienced,Full Time,IT Category,2020
Back End Developer - PHP Laravel,Skep Home,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,Software Engneering,2020
Quality Engineer,Unknown,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Pre Sales Executive - Cairo,almentor,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Programming Trainer,Mishkat Nour,4,"Port Said, Egypt",Port Said,Experienced,Full Time And Part Time,Software Engneering,2020
